,Id,Name,Country,City,Latitude,Longitude
945,2559800000000.0,Mercure Vaugirard Paris Porte De Versailles,FR,Paris,48.8330649,2.2879617
946,2568390000000.0,Novotel Paris Les Halles,FR,Paris,48.8607299,2.3465326
947,2585570000000.0,Warwick Paris Former Warwick Champs Elysees,FR,Paris,48.8722019,2.3030866
948,2585570000000.0,Chambiges Elys es,FR,Paris,48.8668048,2.3039465
949,2594160000000.0,Best Western S vres Montparnasse,FR,Paris,48.843707,2.3155631
950,2602750000000.0,Hotel Trianon Rive Gauche,FR,Paris,48.8487675,2.3410376
951,2465310000000.0,Best Western Le Jardin de Cluny,FR,Paris,48.8497553,2.3467616
952,2619930000000.0,Royal Saint Honore,FR,Paris,48.8658792,2.3298903
953,2259150000000.0,Le Pavillon des Lettres,FR,Paris,48.8713699,2.3181191
954,2199020000000.0,Hotel De Vigny,FR,Paris,48.8738672,2.3005894
955,1924150000000.0,Little Palace Hotel,FR,Paris,48.8675674,2.3539896
956,1949920000000.0,Hotel Le Squara,FR,Paris,48.884165,2.3328261
957,1975680000000.0,Le Tourville Eiffel,FR,Paris,48.8542681,2.3078116
958,1975680000000.0,Hotel Spa La Belle Juliette,FR,Paris,48.8474426,2.3223783
959,1992860000000.0,Monhotel Lounge SPA,FR,Paris,48.8743481,2.2897334
960,2010040000000.0,H tel De Castiglione,FR,Paris,48.8691758,2.3205807
961,2018630000000.0,H tel Paris Bastille Boutet MGallery by Sofitel,FR,Paris,48.8519215,2.3839993
962,2027220000000.0,Le Mathurin Hotel Spa,FR,Paris,48.8732068,2.3239015
963,2233380000000.0,Le Saint Hotel Paris,FR,Paris,48.8565421,2.3303504
964,2044400000000.0,Timhotel Op ra Blanche Fontaine,FR,Paris,48.8825781,2.3334805
965,2156070000000.0,Hotel Chavanel,FR,Paris,48.8721692,2.3262681
966,2156070000000.0,AC Hotel Paris Porte Maillot by Marriott,FR,Paris,48.8820046,2.2818538
967,2164660000000.0,Select Hotel,FR,Paris,48.8483053,2.3425596
968,2164660000000.0,Hotel Le Sainte Beuve,FR,Paris,48.8438998,2.3294858
969,2173250000000.0,H tel Bel Ami,FR,Paris,48.8550298,2.3332104
970,2181840000000.0,Renaissance Paris Arc de Triomphe Hotel,FR,Paris,48.8772093,2.2968266
971,2181840000000.0,Hotel Eug ne en Ville,FR,Paris,48.8750119,2.3416769
972,2190430000000.0,Le Belmont Champs Elys es,FR,Paris,48.8691984,2.2979052
973,2113120000000.0,Le 123 Elysees Astotel,FR,Paris,48.8730823,2.309659
974,2628520000000.0,Le Relais Montmartre,FR,Paris,48.8854538,2.3335809
975,2645700000000.0,H tel F licien by Elegancia,FR,Paris,48.8493082,2.2743626
976,2662880000000.0,Okko Hotels Paris Porte De Versailles,FR,Paris,48.8327729,2.2787597
977,3075200000000.0,Le Dokhan s a Tribute Portfolio Hotel,FR,Paris,48.8663359,2.2867935
978,3092380000000.0,Holiday Inn Paris Notre Dame,FR,Paris,48.8528427,2.3422256
979,3100970000000.0,H tel Chaplain Paris Rive Gauche,FR,Paris,48.8427564,2.3305636
980,3109560000000.0,H tel de Banville,FR,Paris,48.8864673,2.2948911
981,3126740000000.0,Le Burgundy Paris,FR,Paris,48.8680055,2.3260075
982,3161100000000.0,A La Villa Madame,FR,Paris,48.8488608,2.3315257
983,3186870000000.0,Waldorf Madeleine,FR,Paris,48.8715828,2.3224853
984,3186870000000.0,Golden Tulip Bercy Gare de Lyon 209,FR,Paris,48.8393229,2.3892274
985,3049430000000.0,Hotel Scribe Paris Opera by Sofitel,FR,Paris,48.8704175,2.3296832
986,3204050000000.0,Mandarin Oriental Paris,FR,Paris,48.8671889,2.326927
987,3238410000000.0,Le Relais M dicis,FR,Paris,48.8497618,2.3392336
988,3247000000000.0,Hotel Astra Opera Astotel,FR,Paris,48.8718321,2.3278866
