,Id,Name,Country,City,Latitude,Longitude
840,3375840000000.0,Amarante Champs Elys es,FR,Paris,48.8717649,2.2983855
841,3375840000000.0,Gardette Park Hotel,FR,Paris,48.8610265,2.3788974
842,3367250000000.0,D clic Hotel,FR,Paris,48.8908018,2.3380204
843,2104530000000.0,Hotel Maison Ath n e,FR,Paris,48.8713421,2.3280723
844,3161100000000.0,Best Western Premier Le Swann,FR,Paris,48.8797331,2.3206003
845,2121710000000.0,H tel Mathis Elys es,FR,Paris,48.8700325,2.3112736
846,2138890000000.0,Best Western Premier Trocadero La Tour,FR,Paris,48.8583127,2.2795075
847,2156070000000.0,H tel L Echiquier Op ra Paris MGallery by Sofitel,FR,Paris,48.8719889,2.3492913
848,3281360000000.0,Hotel Le Mareuil,FR,Paris,48.8659899,2.3674149
849,3015070000000.0,B Montmartre,FR,Paris,48.883631,2.3257643
850,3264180000000.0,Mercure Paris Op ra Faubourg Montmartre,FR,Paris,48.8729639,2.3444899
851,2199020000000.0,Hotel Park Lane Paris,FR,Paris,48.8745879,2.3188143
852,2207610000000.0,Golden Tulip Opera de Noailles,FR,Paris,48.8696173,2.3346428
853,2216200000000.0,Radisson Blu Champs Elys es Paris,FR,Paris,48.8719212,2.2971404
854,3212640000000.0,H tel de Jos phine BONAPARTE,FR,Paris,48.8555319,2.3621212
855,3178280000000.0,Hotel Ares Eiffel,FR,Paris,48.8503276,2.2982022
856,3178280000000.0,Mercure Paris Pigalle Sacre Coeur,FR,Paris,48.8823398,2.3364764
857,3401610000000.0,Mercure Paris Opera Garnier,FR,Paris,48.8749511,2.3259532
858,2061580000000.0,Amp re,FR,Paris,48.8848583,2.2997023
859,3427380000000.0,Acad mie H tel Saint Germain,FR,Paris,48.855263,2.3305901
860,2044400000000.0,H tel Diva Opera,FR,Paris,48.8732706,2.3450746
861,1881200000000.0,H tel Waldorf Trocad ro,FR,Paris,48.8672694,2.2878666
862,1872610000000.0,Rochester Champs Elysees,FR,Paris,48.8724945,2.3091549
863,3083790000000.0,Hotel Vignon,FR,Paris,48.8717146,2.3261812
864,1889790000000.0,Hotel Royal Elys es,FR,Paris,48.8729666,2.2926226
865,1864020000000.0,Relais Christine,FR,Paris,48.8542454,2.339956
866,3075200000000.0,Mercure Paris Bastille Marais,FR,Paris,48.8571207,2.3805581
867,3066610000000.0,Hotel Carlton s Montmartre,FR,Paris,48.8819068,2.3410005
868,3066610000000.0,Hotel Elys es Bassano,FR,Paris,48.8689307,2.2974503
869,1958510000000.0,Madeleine Plaza,FR,Paris,48.8710402,2.3248014
870,3169690000000.0,Sofitel Paris Baltimore Tour Eiffel,FR,Paris,48.8663089,2.289609
871,1967100000000.0,Novotel Suites Paris Expo Porte de Versailles,FR,Paris,48.827388,2.305478
872,1795300000000.0,Hotel Montaigne,FR,Paris,48.865467,2.3038811
873,1975680000000.0,Timhotel Op ra Grands Magasins,FR,Paris,48.8794682,2.3334957
874,3126740000000.0,Villa Panth on,FR,Paris,48.8488044,2.3469889
875,2010040000000.0,Novotel Paris Gare De Lyon,FR,Paris,48.8453785,2.3753036
876,2018630000000.0,Hotel Mercure La Sorbonne Saint Germain des Pr s,FR,Paris,48.8493499,2.3430569
877,2035810000000.0,Golden Tulip Washington Opera,FR,Paris,48.866242,2.3373169
878,1743760000000.0,Holiday Inn Paris Gare de l Est,FR,Paris,48.8758981,2.3590504
879,1735170000000.0,Le Lavoisier,FR,Paris,48.8737702,2.3201063
880,1717990000000.0,Maison Souquet,FR,Paris,48.88366,2.3313845
881,1803890000000.0,Idol Hotel,FR,Paris,48.8795369,2.3202966
882,2233380000000.0,Hotel Op ra Richepanse,FR,Paris,48.8686931,2.325211
883,3152510000000.0,Villa Eugenie,FR,Paris,48.8871283,2.314205
884,3204050000000.0,Le Marceau Bastille,FR,Paris,48.8490691,2.3697484
885,2860450000000.0,Best Western Mercedes Arc de Triomphe,FR,Paris,48.8848292,2.3035189
886,2422360000000.0,Hotel La Villa Saint Germain Des Pr s,FR,Paris,48.8553486,2.3340736
887,2851860000000.0,Best Western Allegro Nation,FR,Paris,48.8430891,2.4049867
888,2911990000000.0,Eiffel Trocad ro,FR,Paris,48.8613055,2.2862823
889,2430950000000.0,H tel France d Antin Op ra,FR,Paris,48.8692566,2.3339369
890,2843270000000.0,Garden Elys e,FR,Paris,48.8663444,2.2881979
891,2834680000000.0,H tel Mayfair Paris,FR,Paris,48.8661363,2.3260648
892,2869040000000.0,Le Tsuba Hotel,FR,Paris,48.8777621,2.293177
893,2482490000000.0,Majestic Hotel Spa,FR,Paris,48.8703672,2.2938868
894,2920580000000.0,Mercure Paris Arc de Triomphe Etoile,FR,Paris,48.8782679,2.294852
895,3315710000000.0,Le Littr,FR,Paris,48.8454447,2.3242814
896,2808910000000.0,Maison Albar H tel Paris Champs Elys es ex Mac Mahon,FR,Paris,48.8753837,2.2944651
897,2516850000000.0,Hotel Astor Saint Honor,FR,Paris,48.8728324,2.3193886
898,2860450000000.0,H tel Les Dames du Panth on,FR,Paris,48.845743,2.34493
899,3324300000000.0,Grand H tel Du Palais Royal,FR,Paris,48.8630829,2.3378592
900,2851860000000.0,Holiday Inn Paris Gare de Lyon Bastille,FR,Paris,48.8468064,2.3714789
901,2525440000000.0,H tel Le Bellechasse Saint Germain,FR,Paris,48.8597024,2.3239701
902,2765960000000.0,H tel Aiglon Esprit de France,FR,Paris,48.8396623,2.3300582
903,2757370000000.0,9Hotel Republique,FR,Paris,48.8708419,2.3605864
904,2740190000000.0,Lyric H tel Paris,FR,Paris,48.8690126,2.3368708
905,2808910000000.0,Derby Alma,FR,Paris,48.8605031,2.3006606
906,2714420000000.0,Napoleon Paris,FR,Paris,48.8743885,2.2980915
907,2903400000000.0,Le Narcisse Blanc Spa,FR,Paris,48.8605125,2.3106533
908,2405180000000.0,Prince de Galles a Luxury Collection hotel Paris,FR,Paris,48.869143,2.3006526
909,3143920000000.0,H tel Monna Lisa Champs Elys es,FR,Paris,48.874853,2.3245798
910,3135330000000.0,Mercure Paris Bastille Saint Antoine,FR,Paris,48.849574,2.3798518
911,2989300000000.0,H tel Regina Op ra Grands Boulevards,FR,Paris,48.8708508,2.3515882
912,3229820000000.0,Royal Saint Michel,FR,Paris,48.8528364,2.3440803
913,3238410000000.0,BoB Hotel by Elegancia,FR,Paris,48.8335233,2.3191194
914,2963530000000.0,Le A,FR,Paris,48.8723844,2.3088663
915,2963530000000.0,H tel Moli re,FR,Paris,48.8655293,2.3360102
916,3075200000000.0,Trinit Haussmann,FR,Paris,48.8800565,2.3342353
917,2293510000000.0,H tel Belloy Saint Germain By Happyculture,FR,Paris,48.8503901,2.3422527
918,2929170000000.0,H tel Saint Paul Rive Gauche,FR,Paris,48.8496819,2.3402806
919,2293510000000.0,Elys es R gencia,FR,Paris,48.8686434,2.2984054
920,3049430000000.0,Best Western Premier Op ra Opal,FR,Paris,48.8722588,2.3257608
921,2937760000000.0,Hotel du Louvre in the Unbound Collection by Hyatt,FR,Paris,48.8639788,2.3352615
922,3032250000000.0,R Kipling by Happyculture,FR,Paris,48.8820838,2.3315849
923,3023660000000.0,Au Manoir Saint Germain,FR,Paris,48.853688,2.3322667
924,2336460000000.0,H tel Exquis by Elegancia,FR,Paris,48.8536854,2.3805796
925,2989300000000.0,Mercure Paris Tour Eiffel Pont Mirabeau,FR,Paris,48.8460269,2.2788281
926,2353640000000.0,The Westin Paris Vend me,FR,Paris,48.8657394,2.3274415
927,3298530000000.0,H tel Etoile Saint Honor by Happyculture,FR,Paris,48.8756508,2.3041568
928,2946350000000.0,Hotel Villa Lafayette Paris IX,FR,Paris,48.8760884,2.3456465
929,2954940000000.0,Holiday Inn Paris Op ra Grands Boulevards,FR,Paris,48.8715469,2.3439622
930,3040840000000.0,La Maison Favart,FR,Paris,48.870808,2.3372737
931,2602750000000.0,Novotel Paris Centre Gare Montparnasse,FR,Paris,48.838484,2.3150904
932,2353640000000.0,InterContinental Paris Le Grand,FR,Paris,48.8708391,2.3303651
933,2276330000000.0,Le Pradey,FR,Paris,48.8645309,2.3315532
934,2284920000000.0,Le Senat,FR,Paris,48.8491427,2.3397118
935,2302100000000.0,Hotel Monge,FR,Paris,48.8447938,2.3524462
936,2319280000000.0,Hotel Mademoiselle,FR,Paris,48.8772493,2.3543043
937,2336460000000.0,Hotel Villa Saxe Eiffel,FR,Paris,48.849758,2.3095213
938,2362230000000.0,Hilton Paris Opera,FR,Paris,48.8756604,2.3252075
939,2370820000000.0,Belfast,FR,Paris,48.8756435,2.2938788
940,2370820000000.0,Plaza Tour Eiffel,FR,Paris,48.8645647,2.2821827
941,2267740000000.0,Balmoral Champs Elys es,FR,Paris,48.8759855,2.293938
942,2396590000000.0,Hotel des Tuileries Relais du Silence,FR,Paris,48.8661705,2.331561
943,2473900000000.0,Le Metropolitan a Tribute Portfolio Hotel,FR,Paris,48.8656973,2.2829776
944,2499670000000.0,Nell Hotel Suites,FR,Paris,48.8741002,2.3426357
