,Id,Name,Country,City,Latitude,Longitude
525,2173250000000.0,Radisson Blu Portman Hotel London,GB,London,51.5161911,-0.1579487
526,2181840000000.0,Ace Hotel London Shoreditch,GB,London,51.5254162,-0.0772849
527,2241970000000.0,Hotel Indigo London Tower Hill,GB,London,51.5128032,-0.07586
528,2783140000000.0,Knightsbridge Hotel,GB,London,51.4980052,-0.1643238
529,2250560000000.0,Park Grand London Hyde Park,GB,London,51.5157316,-0.1802179
530,2345050000000.0,London Marriott Hotel Regents Park,GB,London,51.5421476,-0.1703073
531,2190430000000.0,The Bryson Hotel,GB,London,51.5220869,-0.1082443
532,2705830000000.0,Portobello House,GB,London,51.5199224,-0.2116636
533,2688650000000.0,Washington Mayfair Hotel,GB,London,51.5060237,-0.151078
534,2267740000000.0,Best Western Seraphine Kensington Olympia,GB,London,51.4992791,-0.1973593
535,1803890000000.0,Shaftesbury Hyde Park International,GB,London,51.5123968,-0.186124
536,2156070000000.0,The Rembrandt,GB,London,51.4959227,-0.1702917
537,2267740000000.0,Mercure London Bridge,GB,London,51.5052587,-0.099176
538,2800320000000.0,The Chamberlain,GB,London,51.5122457,-0.0757326
539,2147480000000.0,Park Grand London Kensington,GB,London,51.4938468,-0.1917582
540,2095940000000.0,The LaLit London,GB,London,51.5032524,-0.078179
541,3040840000000.0,The Montcalm At Brewery London City,GB,London,51.5208155,-0.0915319
542,3040840000000.0,DoubleTree by Hilton London Islington,GB,London,51.5322508,-0.1095714
543,2413770000000.0,Comfort Inn Suites Kings Cross St Pancras,GB,London,51.5289499,-0.1232979
544,3152510000000.0,Millennium Hotel London Mayfair,GB,London,51.510574,-0.1509951
545,2396590000000.0,Holiday Inn London Whitechapel,GB,London,51.5154006,-0.0572364
546,2388000000000.0,The Tower A Guoman Hotel,GB,London,51.5064721,-0.0716893
547,2911990000000.0,InterContinental London Park Lane,GB,London,51.5038632,-0.1504132
548,2113120000000.0,The Premier Notting Hill,GB,London,51.5127453,-0.1926437
549,2800320000000.0,The Langham London,GB,London,51.517876,-0.1440647
550,2388000000000.0,Sanderson A Morgans Hotel,GB,London,51.5174853,-0.1372109
551,2130300000000.0,citizenM Tower of London,GB,London,51.510237,-0.0764428
552,2860450000000.0,Strand Palace Hotel,GB,London,51.5110993,-0.1208673
553,2379410000000.0,The Soho Hotel,GB,London,51.5139805,-0.1337948
554,2740190000000.0,Ashburn Hotel,GB,London,51.4945522,-0.1861213
