,Id,Name,Country,City,Latitude,Longitude
1050,1924150000000.0,Hotel Cambon,FR,Paris,48.866435,2.3251076
1051,1941330000000.0,Best Western Premier Op ra Li ge,FR,Paris,48.8795947,2.3280695
1052,1949920000000.0,Hotel Le petit Paris,FR,Paris,48.8452789,2.342295
1053,1975680000000.0,1K Hotel,FR,Paris,48.8639318,2.3658744
1054,1984270000000.0,L Edmond H tel,FR,Paris,48.8823111,2.3132374
1055,2087350000000.0,Amarante Beau Manoir,FR,Paris,48.870994,2.3235329
1056,2104530000000.0,H tel Brighton Esprit de France,FR,Paris,48.8649306,2.3290844
1057,2138890000000.0,Melia Paris Vendome,FR,Paris,48.8668228,2.3257729
1058,2173250000000.0,Westside Arc de Triomphe Hotel,FR,Paris,48.8811741,2.2948337
1059,2181840000000.0,L Empire Paris,FR,Paris,48.8607764,2.3427564
1060,2190430000000.0,H tel Recamier,FR,Paris,48.8503493,2.3344305
1061,2199020000000.0,Hotel Verneuil Saint Germain,FR,Paris,48.8573706,2.3314669
1062,2207610000000.0,Pershing Hall,FR,Paris,48.8691325,2.3021659
1063,2680060000000.0,Drawing Hotel,FR,Paris,48.8644382,2.3359148
1064,3375840000000.0,Villa d Estr es,FR,Paris,48.8535089,2.3425787
1065,2688650000000.0,H tel Horset Op ra Best Western Premier Collection,FR,Paris,48.8691686,2.3337818
1066,2731600000000.0,H tel Jos phine by Happyculture,FR,Paris,48.8823141,2.3316688
1067,3255590000000.0,H tel Regent s Garden,FR,Paris,48.8797513,2.2919634
1068,3264180000000.0,Novotel Paris Vaugirard Montparnasse,FR,Paris,48.8399018,2.3031011
1069,3307120000000.0,Hotel Eden,FR,Paris,48.8405612,2.2991035
1070,3324300000000.0,Novotel Paris Centre Tour Eiffel,FR,Paris,48.8500283,2.2834126
1071,3341480000000.0,Best Western Le 18 Paris,FR,Paris,48.8966167,2.3434843
1072,3350070000000.0,Best Western Nouvel Orl ans Montparnasse,FR,Paris,48.8309896,2.3297301
1073,3358660000000.0,H tel Madison by MH,FR,Paris,48.8531641,2.3344097
1074,3375840000000.0,Bradford Elys es Astotel,FR,Paris,48.8729676,2.3081178
1075,3221230000000.0,Mercure Paris Porte De Versailles Expo,FR,Paris,48.8268251,2.2912033
1076,3375840000000.0,Best Western Premier Louvre Saint Honor,FR,Paris,48.861711,2.340674
1077,3418790000000.0,Mercure Paris 15 Porte de Versailles,FR,Paris,48.8382542,2.2903494
1078,1743760000000.0,Millennium Hotel Paris Opera,FR,Paris,48.8724588,2.3378004
1079,1760940000000.0,Maison Albar Hotel Paris C line,FR,Paris,48.8606187,2.344401
1080,1760940000000.0,Renaissance Paris Le Parc Trocadero Hotel,FR,Paris,48.8673099,2.2856528
1081,1786710000000.0,Hotel Dupond Smith,FR,Paris,48.857898,2.3571978
1082,1838250000000.0,Mercure Paris Porte d Orleans,FR,Paris,48.8178079,2.3293636
1083,1864020000000.0,Maxim Op ra,FR,Paris,48.8738557,2.3444232
1084,1864020000000.0,Hotel Les Bains Paris,FR,Paris,48.863828,2.3519345
1085,3393020000000.0,Forest Hill Paris la Villette,FR,Paris,48.8969854,2.3852745
1086,3195460000000.0,H tel Da Vinci Spa,FR,Paris,48.8565778,2.3319767
1087,3186870000000.0,Residence Du Roy,FR,Paris,48.8657687,2.3090386
1088,3178280000000.0,Hotel Pulitzer Paris,FR,Paris,48.8731996,2.3425446
1089,2765960000000.0,Best Western Bretagne Montparnasse,FR,Paris,48.8354314,2.321142
1090,2774550000000.0,Les Plumes Hotel,FR,Paris,48.8766269,2.3432886
1091,2783140000000.0,H tel Lancaster Paris Champs Elys es,FR,Paris,48.8723438,2.3033378
1092,2800320000000.0,Renaissance Paris Vendome Hotel,FR,Paris,48.8654532,2.3295231
1093,2860450000000.0,Mercure Paris Terminus Nord,FR,Paris,48.8794843,2.3556545
1094,2937760000000.0,Hotel Opera Cadet,FR,Paris,48.8754371,2.3434586
1095,2946350000000.0,H tel De Vend me,FR,Paris,48.8668564,2.3286339
1096,2954940000000.0,Hotel Lumen Paris Louvre,FR,Paris,48.8652582,2.3329632
1097,2954940000000.0,Four Seasons Hotel George V Paris,FR,Paris,48.8687512,2.3001692
1098,2963530000000.0,Hotel Sezz Paris,FR,Paris,48.8566336,2.2852607
1099,3066610000000.0,Hotel Plaza Athenee Paris,FR,Paris,48.8661932,2.3042141
1100,3075200000000.0,La Villa des Ternes,FR,Paris,48.8803479,2.2858242
1101,3083790000000.0,Hotel Design Secret de Paris,FR,Paris,48.8814056,2.3282568
1102,3092380000000.0,Novotel Paris 14 Porte d Orl ans,FR,Paris,48.8196885,2.3263505
1103,3109560000000.0,Le Roch Hotel Spa,FR,Paris,48.8661991,2.3328826
1104,3109560000000.0,La Chambre du Marais,FR,Paris,48.8636168,2.3607998
1105,3118150000000.0,The Chess Hotel,FR,Paris,48.8716017,2.3349768
1106,3126740000000.0,Crowne Plaza Paris R publique,FR,Paris,48.8673199,2.3656296
1107,3161100000000.0,H tel California Champs Elys es,FR,Paris,48.8726335,2.3048084
1108,2723010000000.0,Villa Beaumarchais,FR,Paris,48.8589516,2.3670407
1109,3393020000000.0,Renaissance Paris Republique Hotel Spa,FR,Paris,48.8687804,2.3610196
1110,3023660000000.0,Buddha Bar Hotel Paris,FR,Paris,48.8694695,2.3208564
1111,3427380000000.0,H tel Barri re Le Fouquet s,FR,Paris,48.8710709,2.3013119
1112,2834680000000.0,H tel des Ducs D Anjou,FR,Paris,48.8598229,2.347111
1113,2826090000000.0,Paris Marriott Champs Elysees Hotel,FR,Paris,48.8711365,2.3050482
