,Id,Name,Country,City,Latitude,Longitude
630,2508260000000.0,Radisson Blu Edwardian Berkshire,GB,London,51.5146025,-0.1481978
631,1941330000000.0,Fielding Hotel,GB,London,51.5139315,-0.1219893
632,2491080000000.0,Innkeeper s Lodge London Greenwich,GB,London,51.4801631,-0.0097201
633,1984270000000.0,Hilton London Olympia,GB,London,51.4967399,-0.2064723
634,1949920000000.0,Royal Garden Hotel,GB,London,51.5027022,-0.1882164
635,2757370000000.0,The Mandeville Hotel,GB,London,51.5165165,-0.1509735
636,3058020000000.0,The Marylebone Hotel,GB,London,51.5180207,-0.1500567
637,2388000000000.0,11 Cadogan Gardens,GB,London,51.4936161,-0.1592347
638,1829660000000.0,Park Plaza County Hall London,GB,London,51.5014001,-0.1160092
639,2388000000000.0,Novotel London Greenwich,GB,London,51.4778583,-0.0137463
640,2044400000000.0,Grand Royale London Hyde Park,GB,London,51.5109945,-0.1863417
641,2087350000000.0,The Waldorf Hilton,GB,London,51.5131979,-0.1174504
642,2104530000000.0,41,GB,London,51.4981471,-0.1436492
643,2052990000000.0,The Whitechapel,GB,London,51.5161286,-0.0624458
644,2044400000000.0,The Westbury A Luxury Collection Hotel Mayfair London,GB,London,51.5144418,-0.146432
645,2697240000000.0,The Beaumont Hotel,GB,London,51.513055,-0.152257
646,3238410000000.0,Radisson Blu Edwardian Hampshire,GB,London,51.509963,-0.129797
647,2980710000000.0,The Franklin Hotel Starhotels Collezione,GB,London,51.4960283,-0.1686355
648,3358660000000.0,Millennium Gloucester Hotel London,GB,London,51.4935083,-0.1834346
649,2070170000000.0,Goodenough Club,GB,London,51.525535,-0.1180354
650,3229820000000.0,DoubleTree by Hilton Hotel London Tower of London,GB,London,51.5108412,-0.0780581
651,3083790000000.0,Grange Tower Bridge Hotel,GB,London,51.5115509,-0.0714919
652,2723010000000.0,The Levin Hotel,GB,London,51.4998574,-0.161717
653,3049430000000.0,The Beaufort,GB,London,51.4978466,-0.164156
654,3126740000000.0,Klima Hotel Milano Fiere,IT,Milan,45.5147974,9.116606
655,2877630000000.0,The Square Milano Duomo,IT,Milan,45.4608604,9.1890215
656,3204050000000.0,Ramada Plaza Milano,IT,Milan,45.501946,9.2277569
657,2156070000000.0,Hotel Dieci,IT,Milan,45.4738012,9.2239702
658,1752350000000.0,Hotel Portello Gruppo Minihotel,IT,Milan,45.4802503,9.1494925
